gvkey,indfmt,datafmt,consol,popsrc,curcd,fyear,datadate,tic,conm,costat
031895,BANK,STD,C,D,USD,2019,20191231,BHB,BAR HARBOR BANKSHARES,A
031895,BANK,STD,C,D,USD,2020,20201231,BHB,BAR HARBOR BANKSHARES,A
032238,BANK,STD,C,D,USD,2015,20151231,EFBI,EAGLE FINANCIAL BANCORP,A
032238,BANK,STD,C,D,USD,2016,20161231,EFBI,EAGLE FINANCIAL BANCORP,A
032238,BANK,STD,C,D,USD,2017,20171231,EFBI,EAGLE FINANCIAL BANCORP,A
032238,BANK,STD,C,D,USD,2018,20181231,EFBI,EAGLE FINANCIAL BANCORP,A
032238,BANK,STD,C,D,USD,2019,20191231,EFBI,EAGLE FINANCIAL BANCORP,A
032238,BANK,STD,C,D,USD,2020,20201231,EFBI,EAGLE FINANCIAL BANCORP,A
032253,BANK,STD,C,D,USD,2015,20151231,PDLB,PDL COMMUNITY BANCORP,A
032253,BANK,STD,C,D,USD,2016,20161231,PDLB,PDL COMMUNITY BANCORP,A
032253,BANK,STD,C,D,USD,2017,20171231,PDLB,PDL COMMUNITY BANCORP,A
032253,BANK,STD,C,D,USD,2018,20181231,PDLB,PDL COMMUNITY BANCORP,A
032253,BANK,STD,C,D,USD,2019,20191231,PDLB,PDL COMMUNITY BANCORP,A
032253,BANK,STD,C,D,USD,2020,20201231,PDLB,PDL COMMUNITY BANCORP,A
032519,BANK,STD,C,D,USD,2015,20151231,MCB,METROPOLITAN BANK HLDNG,A
032519,BANK,STD,C,D,USD,2016,20161231,MCB,METROPOLITAN BANK HLDNG,A
032519,BANK,STD,C,D,USD,2017,20171231,MCB,METROPOLITAN BANK HLDNG,A
032519,BANK,STD,C,D,USD,2018,20181231,MCB,METROPOLITAN BANK HLDNG,A
032519,BANK,STD,C,D,USD,2019,20191231,MCB,METROPOLITAN BANK HLDNG,A
032519,BANK,STD,C,D,USD,2020,20201231,MCB,METROPOLITAN BANK HLDNG,A
032600,BANK,STD,C,D,USD,2015,20151231,CBTX,CBTX INC,A
032600,BANK,STD,C,D,USD,2016,20161231,CBTX,CBTX INC,A
032600,BANK,STD,C,D,USD,2017,20171231,CBTX,CBTX INC,A
032600,BANK,STD,C,D,USD,2018,20181231,CBTX,CBTX INC,A
032600,BANK,STD,C,D,USD,2019,20191231,CBTX,CBTX INC,A
032600,BANK,STD,C,D,USD,2020,20201231,CBTX,CBTX INC,A
032619,BANK,STD,C,D,USD,2015,20151231,MBIN,MERCHANTS BANCORP,A
032619,BANK,STD,C,D,USD,2016,20161231,MBIN,MERCHANTS BANCORP,A
032619,BANK,STD,C,D,USD,2017,20171231,MBIN,MERCHANTS BANCORP,A
032619,BANK,STD,C,D,USD,2018,20181231,MBIN,MERCHANTS BANCORP,A
032619,BANK,STD,C,D,USD,2019,20191231,MBIN,MERCHANTS BANCORP,A
032619,BANK,STD,C,D,USD,2020,20201231,MBIN,MERCHANTS BANCORP,A
032665,BANK,STD,C,D,USD,2016,20161231,MRBK,MERIDIAN CORP,A
032665,BANK,STD,C,D,USD,2017,20171231,MRBK,MERIDIAN CORP,A
032665,BANK,STD,C,D,USD,2018,20181231,MRBK,MERIDIAN CORP,A
032665,BANK,STD,C,D,USD,2019,20191231,MRBK,MERIDIAN CORP,A
032665,BANK,STD,C,D,USD,2020,20201231,MRBK,MERIDIAN CORP,A
032698,BANK,STD,C,D,USD,2015,20151231,SBT,STERLING BANCORP INC,A
032698,BANK,STD,C,D,USD,2016,20161231,SBT,STERLING BANCORP INC,A
032698,BANK,STD,C,D,USD,2017,20171231,SBT,STERLING BANCORP INC,A
032698,BANK,STD,C,D,USD,2018,20181231,SBT,STERLING BANCORP INC,A
032698,BANK,STD,C,D,USD,2019,20191231,SBT,STERLING BANCORP INC,A
032698,BANK,STD,C,D,USD,2020,20201231,SBT,STERLING BANCORP INC,A
032763,BANK,STD,C,D,USD,2015,20151231,LBC,LUTHER BURBANK CORP,A
032763,BANK,STD,C,D,USD,2016,20161231,LBC,LUTHER BURBANK CORP,A
032763,BANK,STD,C,D,USD,2017,20171231,LBC,LUTHER BURBANK CORP,A
032763,BANK,STD,C,D,USD,2018,20181231,LBC,LUTHER BURBANK CORP,A
032763,BANK,STD,C,D,USD,2019,20191231,LBC,LUTHER BURBANK CORP,A
032763,BANK,STD,C,D,USD,2020,20201231,LBC,LUTHER BURBANK CORP,A
033056,BANK,STD,C,D,USD,2016,20160930,CLBK,COLUMBIA FINANCIAL INC,A
033056,BANK,STD,C,D,USD,2017,20170930,CLBK,COLUMBIA FINANCIAL INC,A
033056,BANK,STD,C,D,USD,2018,20181231,CLBK,COLUMBIA FINANCIAL INC,A
033056,BANK,STD,C,D,USD,2019,20191231,CLBK,COLUMBIA FINANCIAL INC,A
033056,BANK,STD,C,D,USD,2020,20201231,CLBK,COLUMBIA FINANCIAL INC,A
033131,BANK,STD,C,D,USD,2016,20161231,BWB,BRIDGEWATER BANCSHARES,A
033131,BANK,STD,C,D,USD,2017,20171231,BWB,BRIDGEWATER BANCSHARES,A
033131,BANK,STD,C,D,USD,2018,20181231,BWB,BRIDGEWATER BANCSHARES,A
033131,BANK,STD,C,D,USD,2019,20191231,BWB,BRIDGEWATER BANCSHARES,A
033131,BANK,STD,C,D,USD,2020,20201231,BWB,BRIDGEWATER BANCSHARES,A
033272,BANK,STD,C,D,USD,2016,20161231,LEVL,LEVEL ONE BANCORP INC,A
033272,BANK,STD,C,D,USD,2017,20171231,LEVL,LEVEL ONE BANCORP INC,A
033272,BANK,STD,C,D,USD,2018,20181231,LEVL,LEVEL ONE BANCORP INC,A
033272,BANK,STD,C,D,USD,2019,20191231,LEVL,LEVEL ONE BANCORP INC,A
033272,BANK,STD,C,D,USD,2020,20201231,LEVL,LEVEL ONE BANCORP INC,A
033316,BANK,STD,C,D,USD,2017,20171231,STXB,SPRT OF TXS BNCSR INC,A
033316,BANK,STD,C,D,USD,2018,20181231,STXB,SPRT OF TXS BNCSR INC,A
033316,BANK,STD,C,D,USD,2019,20191231,STXB,SPRT OF TXS BNCSR INC,A
033316,BANK,STD,C,D,USD,2020,20201231,STXB,SPRT OF TXS BNCSR INC,A
033459,BANK,STD,C,D,USD,2016,20161231,OBNK,ORIGIN BANCORP,A
033459,BANK,STD,C,D,USD,2017,20171231,OBNK,ORIGIN BANCORP,A
033459,BANK,STD,C,D,USD,2018,20181231,OBNK,ORIGIN BANCORP,A
033459,BANK,STD,C,D,USD,2019,20191231,OBNK,ORIGIN BANCORP,A
033459,BANK,STD,C,D,USD,2020,20201231,OBNK,ORIGIN BANCORP,A
033602,BANK,STD,C,D,USD,2016,20161231,CBMB,CBM BANCORP INC,A
033602,BANK,STD,C,D,USD,2017,20171231,CBMB,CBM BANCORP INC,A
033602,BANK,STD,C,D,USD,2018,20181231,CBMB,CBM BANCORP INC,A
033602,BANK,STD,C,D,USD,2019,20191231,CBMB,CBM BANCORP INC,A
033602,BANK,STD,C,D,USD,2020,20201231,CBMB,CBM BANCORP INC,A
033625,BANK,STD,C,D,USD,2016,20161231,AMAL,AMALGAMATED FINANCIAL CORP,A
033625,BANK,STD,C,D,USD,2017,20171231,AMAL,AMALGAMATED FINANCIAL CORP,A
033625,BANK,STD,C,D,USD,2018,20181231,AMAL,AMALGAMATED FINANCIAL CORP,A
033625,BANK,STD,C,D,USD,2019,20191231,AMAL,AMALGAMATED FINANCIAL CORP,A
033625,BANK,STD,C,D,USD,2020,20201231,AMAL,AMALGAMATED FINANCIAL CORP,A
033695,BANK,STD,C,D,USD,2016,20161231,CCB,COASTAL FINANCIAL CORP,A
033695,BANK,STD,C,D,USD,2017,20171231,CCB,COASTAL FINANCIAL CORP,A
033695,BANK,STD,C,D,USD,2018,20181231,CCB,COASTAL FINANCIAL CORP,A
033695,BANK,STD,C,D,USD,2019,20191231,CCB,COASTAL FINANCIAL CORP,A
033695,BANK,STD,C,D,USD,2020,20201231,CCB,COASTAL FINANCIAL CORP,A
033704,BANK,STD,C,D,USD,2016,20161231,MYFW,FIRST WSTRN FINNCIL INC,A
033704,BANK,STD,C,D,USD,2017,20171231,MYFW,FIRST WSTRN FINNCIL INC,A
033704,BANK,STD,C,D,USD,2018,20181231,MYFW,FIRST WSTRN FINNCIL INC,A
033704,BANK,STD,C,D,USD,2019,20191231,MYFW,FIRST WSTRN FINNCIL INC,A
033704,BANK,STD,C,D,USD,2020,20201231,MYFW,FIRST WSTRN FINNCIL INC,A
033999,BANK,STD,C,D,USD,2016,20161231,AMTB,AMERANT BANCORP INC,A
033999,BANK,STD,C,D,USD,2017,20171231,AMTB,AMERANT BANCORP INC,A
033999,BANK,STD,C,D,USD,2018,20181231,AMTB,AMERANT BANCORP INC,A
033999,BANK,STD,C,D,USD,2019,20191231,AMTB,AMERANT BANCORP INC,A
033999,BANK,STD,C,D,USD,2020,20201231,AMTB,AMERANT BANCORP INC,A
034132,BANK,STD,C,D,USD,2016,20161231,BSVN,BANK7 CORP,A
034132,BANK,STD,C,D,USD,2017,20171231,BSVN,BANK7 CORP,A
034132,BANK,STD,C,D,USD,2018,20181231,BSVN,BANK7 CORP,A
034132,BANK,STD,C,D,USD,2019,20191231,BSVN,BANK7 CORP,A
034132,BANK,STD,C,D,USD,2020,20201231,BSVN,BANK7 CORP,A
034189,BANK,STD,C,D,USD,2016,20161231,CBNK,CAPITAL BANCORP INC,A
034189,BANK,STD,C,D,USD,2017,20171231,CBNK,CAPITAL BANCORP INC,A
034189,BANK,STD,C,D,USD,2018,20181231,CBNK,CAPITAL BANCORP INC,A
034189,BANK,STD,C,D,USD,2019,20191231,CBNK,CAPITAL BANCORP INC,A
034189,BANK,STD,C,D,USD,2020,20201231,CBNK,CAPITAL BANCORP INC,A
034338,BANK,STD,C,D,USD,2016,20161231,RBKB,RHINEBECK BANCORP INC,A
034338,BANK,STD,C,D,USD,2017,20171231,RBKB,RHINEBECK BANCORP INC,A
034338,BANK,STD,C,D,USD,2018,20181231,RBKB,RHINEBECK BANCORP INC,A
034338,BANK,STD,C,D,USD,2019,20191231,RBKB,RHINEBECK BANCORP INC,A
034338,BANK,STD,C,D,USD,2020,20201231,RBKB,RHINEBECK BANCORP INC,A
034446,BANK,STD,C,D,USD,2017,20171231,SI,SILVERGATE CAPITAL CORP,A
034446,BANK,STD,C,D,USD,2018,20181231,SI,SILVERGATE CAPITAL CORP,A
034446,BANK,STD,C,D,USD,2019,20191231,SI,SILVERGATE CAPITAL CORP,A
034446,BANK,STD,C,D,USD,2020,20201231,SI,SILVERGATE CAPITAL CORP,A
034618,BANK,STD,C,D,USD,2016,20161231,BCOW,1895 BANCORP OF WISCONSN INC,A
034618,BANK,STD,C,D,USD,2017,20171231,BCOW,1895 BANCORP OF WISCONSN INC,A
034618,BANK,STD,C,D,USD,2018,20181231,BCOW,1895 BANCORP OF WISCONSN INC,A
034618,BANK,STD,C,D,USD,2019,20191231,BCOW,1895 BANCORP OF WISCONSN INC,A
034618,BANK,STD,C,D,USD,2020,20201231,BCOW,1895 BANCORP OF WISCONSN INC,A
034937,BANK,STD,C,D,USD,2017,20171231,FSEA,FIRST SEACOAST BANCORP,A
034937,BANK,STD,C,D,USD,2018,20181231,FSEA,FIRST SEACOAST BANCORP,A
034937,BANK,STD,C,D,USD,2019,20191231,FSEA,FIRST SEACOAST BANCORP,A
034937,BANK,STD,C,D,USD,2020,20201231,FSEA,FIRST SEACOAST BANCORP,A
034938,BANK,STD,C,D,USD,2017,20171231,RMBI,RICHMOND MUTUAL BANCO INC,A
034938,BANK,STD,C,D,USD,2018,20181231,RMBI,RICHMOND MUTUAL BANCO INC,A
034938,BANK,STD,C,D,USD,2019,20191231,RMBI,RICHMOND MUTUAL BANCO INC,A
034938,BANK,STD,C,D,USD,2020,20201231,RMBI,RICHMOND MUTUAL BANCO INC,A
034939,BANK,STD,C,D,USD,2017,20170630,PBFS,PIONEER BANCORP INC,A
034939,BANK,STD,C,D,USD,2018,20180630,PBFS,PIONEER BANCORP INC,A
034939,BANK,STD,C,D,USD,2019,20190630,PBFS,PIONEER BANCORP INC,A
034939,BANK,STD,C,D,USD,2020,20200630,PBFS,PIONEER BANCORP INC,A
034939,BANK,STD,C,D,USD,2021,20210630,PBFS,PIONEER BANCORP INC,A
035078,BANK,STD,C,D,USD,2017,20171231,RRBI,RED RIVER BANCSHARES INC,A
035078,BANK,STD,C,D,USD,2018,20181231,RRBI,RED RIVER BANCSHARES INC,A
035078,BANK,STD,C,D,USD,2019,20191231,RRBI,RED RIVER BANCSHARES INC,A
035078,BANK,STD,C,D,USD,2020,20201231,RRBI,RED RIVER BANCSHARES INC,A
035101,BANK,STD,C,D,USD,2017,20171231,SPFI,SOUTH PLAINS FINANCIAL INC,A
035101,BANK,STD,C,D,USD,2018,20181231,SPFI,SOUTH PLAINS FINANCIAL INC,A
035101,BANK,STD,C,D,USD,2019,20191231,SPFI,SOUTH PLAINS FINANCIAL INC,A
035101,BANK,STD,C,D,USD,2020,20201231,SPFI,SOUTH PLAINS FINANCIAL INC,A
035455,BANK,STD,C,D,USD,2017,20171231,CFB,CROSSFIRST BANKSHARES INC,A
035455,BANK,STD,C,D,USD,2018,20181231,CFB,CROSSFIRST BANKSHARES INC,A
035455,BANK,STD,C,D,USD,2019,20191231,CFB,CROSSFIRST BANKSHARES INC,A
035455,BANK,STD,C,D,USD,2020,20201231,CFB,CROSSFIRST BANKSHARES INC,A
035646,BANK,STD,C,D,USD,2017,20171231,BSBK,BOGOTA FINANCIAL CORP,A
035646,BANK,STD,C,D,USD,2018,20181231,BSBK,BOGOTA FINANCIAL CORP,A
035646,BANK,STD,C,D,USD,2019,20191231,BSBK,BOGOTA FINANCIAL CORP,A
035646,BANK,STD,C,D,USD,2020,20201231,BSBK,BOGOTA FINANCIAL CORP,A
035759,BANK,STD,C,D,USD,2017,20171231,HBT,HBT FINANCIAL INC,A
035759,BANK,STD,C,D,USD,2018,20181231,HBT,HBT FINANCIAL INC,A
035759,BANK,STD,C,D,USD,2019,20191231,HBT,HBT FINANCIAL INC,A
035759,BANK,STD,C,D,USD,2020,20201231,HBT,HBT FINANCIAL INC,A
036633,BANK,STD,C,D,USD,2018,20181231,EBC,EASTERN BANKSHARES INC,A
036633,BANK,STD,C,D,USD,2019,20191231,EBC,EASTERN BANKSHARES INC,A
036633,BANK,STD,C,D,USD,2020,20201231,EBC,EASTERN BANKSHARES INC,A
038634,BANK,STD,C,D,USD,2019,20191231,FSBC,FIVE STAR BANCORP,A
038634,BANK,STD,C,D,USD,2020,20201231,FSBC,FIVE STAR BANCORP,A
038764,BANK,STD,C,D,USD,2019,20191231,BLFY,BLUE FOUNDRY BANCORP,A
038764,BANK,STD,C,D,USD,2020,20201231,BLFY,BLUE FOUNDRY BANCORP,A
039322,BANK,STD,C,D,USD,2019,20191231,USCB,U S CENTURY BANK,A
039322,BANK,STD,C,D,USD,2020,20201231,USCB,U S CENTURY BANK,A
060803,BANK,STD,C,D,USD,2010,20101231,3UNNF,UNION NATIONAL FINANCIAL CP,I
060938,BANK,STD,C,D,USD,2010,20101231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2011,20111231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2012,20121231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2013,20131231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2014,20141231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2015,20151231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2016,20161231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2017,20171231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2018,20181231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2019,20191231,NIDB,NORTHEAST INDIANA BANCORP,A
060938,BANK,STD,C,D,USD,2020,20201231,NIDB,NORTHEAST INDIANA BANCORP,A
060953,BANK,STD,C,D,USD,2010,20101231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2011,20111231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2012,20121231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2013,20131231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2014,20141231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2015,20151231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2016,20161231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2017,20171231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2018,20181231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2019,20191231,GTPS,GREAT AMERICAN BANCORP INC,A
060953,BANK,STD,C,D,USD,2020,20201231,GTPS,GREAT AMERICAN BANCORP INC,A
060983,BANK,STD,C,D,USD,2010,20101231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2011,20111231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2012,20121231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2013,20131231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2014,20141231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2015,20151231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2016,20161231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2017,20171231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2018,20181231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2019,20191231,AMRB,AMERICAN RIVER BANKSHARES,I
060983,BANK,STD,C,D,USD,2020,20201231,AMRB,AMERICAN RIVER BANKSHARES,I
060984,BANK,STD,C,D,USD,2010,20101231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2011,20111231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2012,20121231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2013,20131231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2014,20141231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2015,20151231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2016,20161231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2017,20171231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2018,20181231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2019,20191231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060984,BANK,STD,C,D,USD,2020,20201231,HSBI,HERITAGE SOUTHEAST BANCORP,A
060990,BANK,STD,C,D,USD,2010,20101231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2011,20111231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2012,20121231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2013,20131231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2014,20141231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2015,20151231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2016,20161231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2017,20171231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2018,20181231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2019,20191231,BNCC,BNCCORP INC,A
060990,BANK,STD,C,D,USD,2020,20201231,BNCC,BNCCORP INC,A
061055,BANK,STD,C,D,USD,2010,20101231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2011,20111231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2012,20121231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2013,20131231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2014,20141231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2015,20151231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2016,20161231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2017,20171231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2018,20181231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2019,20191231,AUBN,AUBURN NATIONAL BANCORP,A
061055,BANK,STD,C,D,USD,2020,20201231,AUBN,AUBURN NATIONAL BANCORP,A
061067,BANK,STD,C,D,USD,2010,20101231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2011,20111231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2012,20121231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2013,20131231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2014,20141231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2015,20151231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2016,20161231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2017,20171231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2018,20181231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2019,20191231,CIB,BANCOLOMBIA SA,A
061067,BANK,STD,C,D,USD,2020,20201231,CIB,BANCOLOMBIA SA,A
061224,BANK,STD,C,D,USD,2018,20180630,FABP,FARMERS BANCORP/IN,A
061224,BANK,STD,C,D,USD,2019,20190630,FABP,FARMERS BANCORP/IN,A
061224,BANK,STD,C,D,USD,2020,20200630,FABP,FARMERS BANCORP/IN,A
061224,BANK,STD,C,D,USD,2021,20210630,FABP,FARMERS BANCORP/IN,A
061225,BANK,STD,C,D,USD,2014,20141231,FETM,FENTURA FINANCIAL INC,A
061225,BANK,STD,C,D,USD,2015,20151231,FETM,FENTURA FINANCIAL INC,A
061225,BANK,STD,C,D,USD,2016,20161231,FETM,FENTURA FINANCIAL INC,A
061225,BANK,STD,C,D,USD,2017,20171231,FETM,FENTURA FINANCIAL INC,A
061225,BANK,STD,C,D,USD,2018,20181231,FETM,FENTURA FINANCIAL INC,A
061225,BANK,STD,C,D,USD,2019,20191231,FETM,FENTURA FINANCIAL INC,A
061225,BANK,STD,C,D,USD,2020,20201231,FETM,FENTURA FINANCIAL INC,A
061394,BANK,STD,C,D,USD,2010,20100630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2011,20110630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2012,20120630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2013,20130630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2014,20140630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2015,20150630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2016,20160630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2017,20170630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2018,20180630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2019,20190630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2020,20200630,SRNN,SOUTHERN BANC CO INC,A
061394,BANK,STD,C,D,USD,2021,20210630,SRNN,SOUTHERN BANC CO INC,A
061452,BANK,STD,C,D,USD,2010,20101231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2011,20111231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2012,20121231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2013,20131231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2014,20141231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2015,20151231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2016,20161231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2017,20171231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2018,20181231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2019,20191231,BAP,CREDICORP LTD,A
061452,BANK,STD,C,D,USD,2020,20201231,BAP,CREDICORP LTD,A
061487,BANK,STD,C,D,USD,2010,20101231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2011,20111231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2012,20121231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2013,20131231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2014,20141231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2015,20151231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2016,20161231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2017,20171231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2018,20181231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2019,20191231,BANR,BANNER CORP,A
061487,BANK,STD,C,D,USD,2020,20201231,BANR,BANNER CORP,A
061585,BANK,STD,C,D,USD,2010,20101231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2011,20111231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2012,20121231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2013,20131231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2014,20141231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2015,20151231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2016,20161231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2017,20171231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2018,20181231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2019,20191231,FFIC,FLUSHING FINANCIAL CORP,A
061585,BANK,STD,C,D,USD,2020,20201231,FFIC,FLUSHING FINANCIAL CORP,A
061693,BANK,STD,C,D,USD,2010,20101231,HTLF,HEARTLAND FINANCIAL USA INC,A
061693,BANK,STD,C,D,USD,2011,20111231,HTLF,HEARTLAND FINANCIAL USA INC,A
061693,BANK,STD,C,D,USD,2012,20121231,HTLF,HEARTLAND FINANCIAL USA INC,A
061693,BANK,STD,C,D,USD,2013,20131231,HTLF,HEARTLAND FINANCIAL USA INC,A
061693,BANK,STD,C,D,USD,2014,20141231,HTLF,HEARTLAND FINANCIAL USA INC,A
061693,BANK,STD,C,D,USD,2015,20151231,HTLF,HEARTLAND FINANCIAL USA INC,A
061693,BANK,STD,C,D,USD,2016,20161231,HTLF,HEARTLAND FINANCIAL USA INC,A
